조건,다음날상승확률(%),발생횟수,기준선대비(%p),평균수익(%)
"3일+10% + RSI과매수80 + 양봉2",47.2,36,-3.9,0.19
"RSI과매수80 + 거래량1.5 + 양봉2",47.2,36,-3.9,-0.03
"고변동8 + 이격+5 + 종가상승2",47.2,36,-3.9,0.18
"3일+10% + 5일+15% + 양봉3",47.2,36,-3.9,0.36
"7%하락 + 갭하락1 + 고변동8",47.2,36,-3.9,0.52
"20아래 + 갭하락1 + 음봉2",47.2,144,-3.9,-0.19
"20아래 + 양봉3 + 종가상승2",47.2,36,-3.9,-0.64
"20위 + 5%상승 + 60아래",47.2,36,-3.9,-0.20
"60아래 + RSI과매도30 + 갭상승2",47.2,36,-3.9,-0.56
"20고점 + 5%상승 + 갭상승2",47.2,36,-3.9,0.53
"60아래 + 갭하락1",47.2,394,-3.9,-0.16
"20위 + 60위 + 거래량2",47.2,89,-3.9,0.38
"60위 + 음봉1 + 음봉4",47.2,89,-3.9,-0.17
"60위 + 음봉2 + 음봉4",47.2,89,-3.9,-0.17
"60위 + 음봉3 + 음봉4",47.2,89,-3.9,-0.17
"60위 + 음봉4",47.2,89,-3.9,-0.17
"3%상승 + 60위 + 고변동8",47.2,53,-3.9,0.41
"60위 + RSI과매수80 + 양봉4",47.2,53,-3.9,-0.32
"5_10상향 + 60아래 + 양봉1",47.2,53,-3.9,-0.12
"5%상승 + 거래량1.5 + 이격+5",47.1,70,-4.0,0.40
"50고점 + 양봉2 + 종가상승3",47.1,87,-4.0,0.34
"20고점 + RSI과매수70 + 양봉3",47.1,87,-4.0,0.44
"양봉1 + 양봉4 + 종가상승3",47.1,104,-4.0,0.03
"양봉2 + 양봉4 + 종가상승3",47.1,104,-4.0,0.03
"양봉3 + 양봉4 + 종가상승3",47.1,104,-4.0,0.03
"양봉4 + 종가상승2 + 종가상승3",47.1,104,-4.0,0.03
"양봉4 + 종가상승3",47.1,104,-4.0,0.03
"60위 + 갭상승2 + 양봉1",47.1,121,-4.0,-0.13
"20고점 + 이격+5 + 종가상승3",47.1,138,-4.0,0.48
"10_20상향 + 20위 + 종가상승2",47.1,34,-4.0,0.39
"3%상승 + 3일+10% + 고변동8",47.1,34,-4.0,0.49
"3일+10% + 거래량1.5",47.1,85,-4.0,0.08
"3일+10% + 고변동5 + 양봉2",47.1,68,-4.0,0.04
"5%상승 + 고변동8 + 이격+10",47.1,34,-4.0,0.19
"7%상승 + 갭상승1 + 거래량1.5",47.1,51,-4.0,0.26
"RSI과매수70 + 고변동8 + 양봉1",47.1,34,-4.0,0.29
"갭상승1 + 고변동8 + 이격+10",47.1,34,-4.0,-1.05
"20고점 + 7%상승 + 갭상승1",47.1,34,-4.0,0.33
"3%상승 + 고변동5 + 종가상승3",47.1,85,-4.0,0.10
"3일+10% + 갭상승1 + 양봉3",47.1,34,-4.0,-0.45
"RSI과매수80 + 갭상승1 + 양봉3",47.1,34,-4.0,-0.22
"갭상승1 + 양봉3 + 이격+5",47.1,68,-4.0,-0.25
"갭하락1 + 음봉2 + 이격-10",47.1,51,-4.0,-0.54
"5%상승 + 양봉1 + 이격-5",47.1,34,-4.0,0.12
"60아래 + 고변동8 + 양봉1",47.1,34,-4.0,-0.04
"20위 + 갭하락2 + 양봉1",47.1,68,-4.0,-0.53
"20고점 + 양봉3 + 이격+10",47.1,68,-4.0,0.48
"3%상승 + 50고점 + 양봉3",47.1,34,-4.0,-0.12
"양봉1 + 양봉3 + 종가상승2",47.0,283,-4.1,-0.14
"양봉2 + 양봉3 + 종가상승2",47.0,283,-4.1,-0.14
"양봉3 + 종가상승2",47.0,283,-4.1,-0.14
"7%상승 + 양봉1 + 이격+5",47.0,83,-4.1,-0.05
"20아래 + 3%상승 + 갭상승2",47.0,66,-4.1,-0.09
"3일+10% + 양봉1 + 이격+5",47.0,132,-4.1,0.35
"갭상승1 + 거래량1.5 + 거래량2",47.0,66,-4.1,-0.06
"갭상승1 + 거래량2",47.0,66,-4.1,-0.06
"20위 + 3일+10% + 양봉3",47.0,66,-4.1,0.32
"20위 + 양봉3 + 종가상승2",47.0,247,-4.1,-0.07
"20위 + 3%상승 + 양봉3",46.9,98,-4.2,-0.05
"5%상승 + 고변동8 + 이격+5",46.9,49,-4.2,-0.02
"50고점 + 고변동5 + 이격+10",46.9,49,-4.2,-0.11
"5%상승 + 60아래 + 갭상승2",46.9,49,-4.2,0.24
"20고점 + 50고점 + 거래량1.5",46.9,49,-4.2,-0.05
"20위 + 50고점 + 거래량1.5",46.9,49,-4.2,-0.05
"50고점 + 60위 + 거래량1.5",46.9,49,-4.2,-0.05
"50고점 + 거래량1.5",46.9,49,-4.2,-0.05
"3%상승 + 고변동5 + 양봉2",46.9,145,-4.2,-0.27
"20아래 + 20저점 + 60아래",46.9,128,-4.2,0.24
"20아래 + 5_20하향 + 음봉1",46.9,64,-4.2,0.32
"20저점 + 60아래",46.9,128,-4.2,0.24
"60아래 + 거래량절반",46.9,64,-4.2,0.33
"10일+20% + 20위 + 거래량2",46.9,32,-4.2,0.37
"10일+20% + 60위 + 거래량2",46.9,32,-4.2,0.37
"10일+20% + 거래량1.5 + 거래량2",46.9,32,-4.2,0.37
"10일+20% + 거래량2",46.9,32,-4.2,0.37
"10일+20% + 거래량2 + 이격+10",46.9,32,-4.2,0.37
"10일+20% + 거래량2 + 이격+5",46.9,32,-4.2,0.37
"20위 + 7%상승 + 갭상승2",46.9,64,-4.2,0.68
"3일+10% + RSI과매수80 + 갭상승2",46.9,32,-4.2,0.07
"3일+10% + 양봉1",46.9,160,-4.2,0.49
"5일+15% + RSI과매수80 + 갭상승2",46.9,32,-4.2,0.36
"20위 + 5일+15% + 양봉4",46.9,32,-4.2,-0.12
"5일+15% + 양봉1 + 양봉4",46.9,32,-4.2,-0.12
"5일+15% + 양봉2 + 양봉4",46.9,32,-4.2,-0.12
"5일+15% + 양봉3 + 양봉4",46.9,32,-4.2,-0.12
"5일+15% + 양봉4",46.9,32,-4.2,-0.12
"5일+15% + 양봉4 + 이격+5",46.9,32,-4.2,-0.12
"20아래 + 갭상승1 + 종가상승3",46.9,32,-4.2,0.48
"20아래 + 5_10상향 + 양봉1",46.9,32,-4.2,-0.51
"갭하락2 + 고변동8 + 음봉1",46.9,32,-4.2,0.44
"20저점 + 갭하락1 + 종가하락3",46.9,32,-4.2,-0.08
"20고점 + 50고점 + 갭상승2",46.9,32,-4.2,0.26
"20위 + 50고점 + 갭상승2",46.9,32,-4.2,0.26
"50고점 + 60위 + 갭상승2",46.9,32,-4.2,0.26
"50고점 + 갭상승1 + 갭상승2",46.9,32,-4.2,0.26
"50고점 + 갭상승2",46.9,32,-4.2,0.26
"50고점 + 갭상승2 + 이격+5",46.9,32,-4.2,0.26
"3%상승 + 양봉1 + 양봉3",46.8,111,-4.3,0.01
"3%상승 + 양봉2 + 양봉3",46.8,111,-4.3,0.01
"3%상승 + 양봉3",46.8,111,-4.3,0.01
"60위 + 거래량2 + 이격+5",46.8,79,-4.3,0.51
"60아래 + 양봉2 + 종가상승3",46.8,79,-4.3,0.19
"20아래 + 거래량절반 + 음봉1",46.8,47,-4.3,-0.21
"3일+10% + 5%상승 + 거래량1.5",46.8,47,-4.3,0.30
"5%하락 + 60아래 + 갭하락1",46.8,94,-4.3,0.16
"20아래 + 50저점 + 음봉2",46.8,47,-4.3,0.40
"20저점 + 50저점 + 음봉2",46.8,47,-4.3,0.40
"50저점 + 60아래 + 음봉2",46.8,47,-4.3,0.40
"50저점 + 음봉1 + 음봉2",46.8,47,-4.3,0.40
"50저점 + 음봉2",46.8,47,-4.3,0.40
"50저점 + 음봉2 + 이격-5",46.8,47,-4.3,0.40
"20고점 + 20위 + 갭상승2",46.8,47,-4.3,0.42
"20고점 + 갭상승1 + 갭상승2",46.8,47,-4.3,0.42
"20고점 + 갭상승2",46.8,47,-4.3,0.42
"20고점 + 갭상승2 + 이격+5",46.8,47,-4.3,0.42
"3%상승 + 갭상승1 + 양봉2",46.8,156,-4.3,-0.08
"갭하락1 + 양봉1 + 양봉2",46.8,156,-4.3,-0.33
"갭하락1 + 양봉2",46.8,156,-4.3,-0.33
"10_20상향 + 60위",46.8,62,-4.3,0.12
"3%상승 + 양봉3 + 이격+10",46.8,62,-4.3,-0.16
"20아래 + 7%하락 + 갭하락1",46.8,62,-4.3,0.26
"20위 + 갭상승1 + 음봉2",46.8,77,-4.3,0.54
"20위 + 갭상승2 + 양봉2",46.7,75,-4.4,-0.02
"3%상승 + 거래량1.5 + 종가상승3",46.7,45,-4.4,0.37
"갭상승1 + 거래량1.5 + 종가상승3",46.7,45,-4.4,-0.35
"거래량절반 + 종가상승2",46.7,30,-4.4,0.22
"20아래 + 거래량절반",46.7,75,-4.4,0.12
"20위 + 3%상승 + 고변동8",46.7,60,-4.4,0.05
"3%상승 + 5일+15% + 거래량1.5",46.7,45,-4.4,-0.21
"3일+10% + RSI과매수70 + 거래량2",46.7,30,-4.4,1.04
"고변동8 + 양봉2 + 이격+5",46.7,30,-4.4,-0.18
"5일+15% + 양봉4 + 이격+10",46.7,30,-4.4,-0.23
"3%하락 + 5_10하향 + 음봉1",46.7,45,-4.4,0.03
"60아래 + RSI과매도20 + 양봉1",46.7,30,-4.4,0.24
"RSI과매도20 + 양봉1 + 이격-5",46.7,30,-4.4,0.24
"20저점 + 갭하락1 + 이격-10",46.7,30,-4.4,-0.15
"20위 + 갭하락2 + 종가하락2",46.7,30,-4.4,0.27
"50고점 + 양봉4 + 종가상승3",46.7,30,-4.4,0.43
"20고점 + 갭상승2 + 양봉2",46.7,30,-4.4,0.51
"20저점 + RSI과매도30 + 갭하락1",46.7,30,-4.4,-0.15
"3%상승 + 7%상승 + 갭상승1",46.6,103,-4.5,0.27
"5%상승 + 7%상승 + 갭상승1",46.6,103,-4.5,0.27
"7%상승 + 갭상승1",46.6,103,-4.5,0.27
"3일+10% + 양봉2 + 이격+5",46.6,88,-4.5,0.17
"60위 + 갭상승2 + 양봉2",46.6,73,-4.5,-0.14
"3%하락 + 갭하락1 + 이격-5",46.6,146,-4.5,0.04
"20위 + 5%상승 + 갭상승1",46.6,131,-4.5,0.21
"양봉3 + 이격+5 + 종가상승2",46.6,189,-4.5,0.08
"7%상승 + 갭상승1 + 이격+10",46.6,58,-4.5,0.34
"7%상승 + 고변동5 + 이격+10",46.6,58,-4.5,0.10
"20위 + 3일+10% + 거래량2",46.5,43,-4.6,0.26
"20위 + 7%상승 + 고변동8",46.5,43,-4.6,0.24
"3일+10% + 거래량1.5 + 거래량2",46.5,43,-4.6,0.26
"3일+10% + 거래량2",46.5,43,-4.6,0.26
"5일+15% + 갭상승2 + 종가상승2",46.5,43,-4.6,0.82
"갭상승1 + 고변동5 + 고변동8",46.5,86,-4.6,-0.32
"갭상승1 + 고변동8",46.5,86,-4.6,-0.32
"20아래 + 50저점 + 종가하락2",46.5,43,-4.6,0.21
"20저점 + 50저점 + 종가하락2",46.5,43,-4.6,0.21
"50저점 + 60아래 + 종가하락2",46.5,43,-4.6,0.21
"50저점 + 이격-5 + 종가하락2",46.5,43,-4.6,0.21
"50저점 + 종가하락2",46.5,43,-4.6,0.21
"50고점 + RSI과매수80 + 양봉3",46.5,43,-4.6,0.50
"갭상승1 + 양봉3 + 종가상승2",46.5,71,-4.6,-0.41
"20고점 + 60위 + 고변동5",46.5,71,-4.6,-0.06
"20위 + 양봉4 + 종가상승3",46.5,99,-4.6,-0.01
"7%상승 + 거래량1.5 + 양봉1",46.4,56,-4.7,0.15
"20고점 + 50고점 + 양봉3",46.4,84,-4.7,0.30
"20위 + 50고점 + 양봉3",46.4,84,-4.7,0.30
"50고점 + 60위 + 양봉3",46.4,84,-4.7,0.30
"50고점 + 양봉1 + 양봉3",46.4,84,-4.7,0.30
"50고점 + 양봉2 + 양봉3",46.4,84,-4.7,0.30
"50고점 + 양봉3",46.4,84,-4.7,0.30
"20위 + 60위 + 양봉3",46.4,265,-4.7,0.01
"갭하락1 + 음봉1 + 이격-5",46.4,153,-4.7,-0.08
"20아래 + 60아래 + 양봉2",46.4,166,-4.7,0.11
"5_10하향 + 60아래 + 음봉1",46.4,69,-4.7,0.27
"60위 + 양봉3 + 종가상승2",46.3,205,-4.8,-0.16
"20위 + 3일+10% + 거래량1.5",46.3,82,-4.8,-0.02
"60위 + 갭상승2 + 거래량2",46.3,41,-4.8,0.04
"7%상승 + 갭상승2 + 양봉2",46.3,41,-4.8,0.40
"20아래 + 5%상승 + 갭상승2",46.3,41,-4.8,0.03
"20고점 + 갭상승2 + 이격+10",46.3,41,-4.8,0.37
"20고점 + RSI과매수70 + 갭상승2",46.3,41,-4.8,0.36
"60아래 + 갭상승1 + 갭상승2",46.3,149,-4.8,0.13
"60아래 + 갭상승2",46.3,149,-4.8,0.13
"3%상승 + 7%상승 + 고변동5",46.3,108,-4.8,0.28
"3%상승 + 고변동8 + 이격+5",46.3,54,-4.8,-0.09
"3일+10% + 5일+15% + 거래량1.5",46.3,54,-4.8,-0.22
"5%상승 + 7%상승 + 고변동5",46.3,108,-4.8,0.28
"5%상승 + 거래량1.5 + 이격+10",46.3,54,-4.8,0.36
"7%상승 + 거래량1.5 + 이격+5",46.3,54,-4.8,0.48
"7%상승 + 고변동5",46.3,108,-4.8,0.28
"20고점 + 50고점 + 고변동5",46.3,54,-4.8,-0.00
"20위 + 50고점 + 고변동5",46.3,54,-4.8,-0.00
"50고점 + 60위 + 고변동5",46.3,54,-4.8,-0.00
"50고점 + 고변동5",46.3,54,-4.8,-0.00
"50고점 + 고변동5 + 양봉1",46.3,54,-4.8,-0.00
"50고점 + 고변동5 + 이격+5",46.3,54,-4.8,-0.00
"3일+10% + 60위 + 양봉3",46.3,54,-4.8,0.31
"50고점 + 양봉3 + 이격+10",46.3,54,-4.8,0.38
"3일+10% + 60위 + 양봉1",46.3,121,-4.8,0.40
"5%상승 + 60위 + 갭상승1",46.3,121,-4.8,0.18
"3%상승 + 5%상승 + 갭상승2",46.3,134,-4.8,0.34
"5%상승 + 갭상승1 + 갭상승2",46.3,134,-4.8,0.34
"5%상승 + 갭상승2",46.3,134,-4.8,0.34
"5%상승 + 갭상승2 + 양봉2",46.3,67,-4.8,0.08
"60위 + 7%상승 + 이격+10",46.3,67,-4.8,0.37
"RSI과매수70 + 양봉4 + 이격+10",46.3,67,-4.8,0.02
"20위 + 5%상승 + 갭상승2",46.2,93,-4.9,0.47
"60위 + 양봉3 + 이격+5",46.2,212,-4.9,0.08
"5_20하향",46.2,119,-4.9,0.51
"20고점 + 양봉2 + 종가상승3",46.2,119,-4.9,0.44
"3%상승 + 갭상승2 + 양봉1",46.2,169,-4.9,-0.10
"갭상승1 + 갭상승2 + 양봉1",46.2,182,-4.9,-0.05
"갭상승2 + 양봉1",46.2,182,-4.9,-0.05
"20위 + 고변동8 + 종가상승2",46.2,39,-4.9,0.34
"3%상승 + 고변동8 + 이격+10",46.2,39,-4.9,0.07
"3일+10% + 양봉1 + 양봉2",46.2,104,-4.9,0.13
"3일+10% + 양봉2",46.2,104,-4.9,0.13
"5일+15% + RSI과매수80 + 거래량1.5",46.2,39,-4.9,-0.24
"60위 + 갭상승1 + 거래량2",46.2,52,-4.9,-0.07
"20고점 + 7%상승 + 이격+10",46.2,39,-4.9,0.20
"20고점 + 고변동5 + 이격+10",46.2,65,-4.9,-0.19
"60아래 + 양봉1 + 종가상승3",46.2,104,-4.9,0.31
"20아래 + 5_10상향 + 60아래",46.2,52,-4.9,0.03
"20위 + 3%상승 + 7%상승",46.1,102,-5.0,0.32
"20위 + 5%상승 + 7%상승",46.1,102,-5.0,0.32
"20위 + 7%상승",46.1,102,-5.0,0.32
"5%상승 + 갭상승1 + 양봉1",46.1,165,-5.0,-0.19
"7%상승 + 고변동5 + 이격+5",46.1,76,-5.0,0.09
"20위 + 3%상승 + 거래량1.5",46.0,126,-5.1,0.12
"3%상승 + 5%상승 + 고변동8",46.0,63,-5.1,0.39
"5%상승 + 고변동5 + 고변동8",46.0,63,-5.1,0.39
"5%상승 + 고변동8",46.0,63,-5.1,0.39
"3%상승 + 양봉3 + 이격+5",46.0,87,-5.1,-0.15
"20아래 + 60아래 + 갭하락1",46.0,335,-5.1,-0.17
"60위 + 양봉1 + 양봉3",46.0,285,-5.1,-0.05
"60위 + 양봉2 + 양봉3",46.0,285,-5.1,-0.05
"60위 + 양봉3",46.0,285,-5.1,-0.05
"5%상승 + 60위 + 거래량1.5",45.9,74,-5.2,0.51
"5%상승 + 고변동8 + 종가상승2",45.9,37,-5.2,0.71
"60위 + 7%상승 + 거래량2",45.9,37,-5.2,1.08
"고변동5 + 고변동8 + 양봉2",45.9,37,-5.2,0.18
"고변동8 + 양봉1 + 양봉2",45.9,37,-5.2,0.18
"고변동8 + 양봉2",45.9,37,-5.2,0.18
"20아래 + RSI과매도30 + 갭상승2",45.9,37,-5.2,-0.60
"RSI과매도30 + 갭상승1 + 갭상승2",45.9,37,-5.2,-0.60
"RSI과매도30 + 갭상승2",45.9,37,-5.2,-0.60
"RSI과매도30 + 갭상승2 + 이격-5",45.9,37,-5.2,-0.60
"50고점 + RSI과매수70 + 양봉4",45.9,37,-5.2,0.06
"거래량1.5 + 종가상승2",45.9,135,-5.2,-0.12
"양봉4 + 이격+10 + 종가상승2",45.9,61,-5.2,0.02
"고변동5 + 양봉2 + 종가상승2",45.9,146,-5.2,-0.32
"5%상승 + 60위 + 갭상승2",45.9,85,-5.2,0.40
"20위 + 3일+10% + 양봉2",45.8,96,-5.3,0.10
"갭상승1 + 거래량2 + 이격+5",45.8,48,-5.3,0.16
"3일+10% + 양봉1 + 양봉3",45.8,72,-5.3,0.26
"3일+10% + 양봉2 + 양봉3",45.8,72,-5.3,0.26
"3일+10% + 양봉3",45.8,72,-5.3,0.26
"RSI과매수70 + 갭상승1 + 양봉3",45.8,48,-5.3,-0.27
"60아래 + 갭상승2 + 이격-5",45.8,72,-5.3,-0.10
"5%상승 + 고변동8 + 양봉1",45.8,59,-5.3,0.17
"RSI과매수70 + 양봉4 + 종가상승3",45.8,59,-5.3,0.09
"20저점 + 3%하락 + 음봉2",45.8,59,-5.3,0.12
"20위 + 7%상승 + 양봉1",45.7,94,-5.4,-0.04
"3%상승 + 거래량1.5 + 양봉1",45.7,129,-5.4,-0.01
"갭상승2 + 거래량1.5 + 양봉2",45.7,35,-5.4,-0.45
"20아래 + 60위 + 거래량절반",45.7,35,-5.4,-0.19
"20위 + 7%상승 + RSI과매수80",45.7,35,-5.4,0.38
"3%상승 + 7%상승 + RSI과매수80",45.7,35,-5.4,0.38
"5%상승 + 7%상승 + RSI과매수80",45.7,35,-5.4,0.38
"7%상승 + RSI과매수70 + RSI과매수80",45.7,35,-5.4,0.38
"7%상승 + RSI과매수80",45.7,35,-5.4,0.38
"7%상승 + RSI과매수80 + 이격+10",45.7,35,-5.4,0.38
"7%상승 + RSI과매수80 + 이격+5",45.7,35,-5.4,0.38
"거래량2 + 이격+10 + 종가상승2",45.7,35,-5.4,0.25
"3%하락 + 60아래 + 거래량2",45.7,35,-5.4,0.69
"3%상승 + 갭상승2 + 이격-5",45.7,35,-5.4,-0.29
"7%상승 + RSI과매수70 + 고변동5",45.7,46,-5.4,0.18
"RSI과매수70 + 거래량2 + 고변동5",45.7,46,-5.4,1.08
"RSI과매수80 + 거래량1.5 + 고변동5",45.7,46,-5.4,0.02
"RSI과매수80 + 양봉4 + 종가상승2",45.7,46,-5.4,0.22
"20고점 + 3%상승 + 갭상승2",45.7,46,-5.4,0.36
"20위 + 3%상승 + 양봉4",45.7,46,-5.4,-0.22
"거래량1.5 + 이격+5 + 종가상승2",45.6,103,-5.5,0.02
"7%상승 + 거래량1.5 + 고변동5",45.6,57,-5.5,0.67
"고변동8 + 양봉1 + 이격+5",45.6,57,-5.5,-0.42
"5%상승 + 갭상승1 + 고변동5",45.6,125,-5.5,0.03
"5%상승 + 갭상승1 + 거래량1.5",45.6,68,-5.5,0.16
"60아래 + 갭하락1 + 이격-5",45.6,226,-5.5,-0.14
"20위 + 갭상승1 + 양봉3",45.6,79,-5.5,-0.36
"50고점 + 양봉3 + 이격+5",45.6,79,-5.5,0.32
"갭상승1 + 거래량1.5 + 양봉1",45.6,90,-5.5,-0.14
"갭상승1 + 갭상승2 + 음봉2",45.6,90,-5.5,0.51
"갭상승2 + 음봉1 + 음봉2",45.6,90,-5.5,0.51
"갭상승2 + 음봉2",45.6,90,-5.5,0.51
"20고점 + 양봉3 + 종가상승3",45.6,90,-5.5,0.43
"7%상승 + 고변동5 + 양봉1",45.5,101,-5.6,0.03
"60위 + 갭하락1 + 종가상승2",45.5,44,-5.6,-0.44
"양봉1 + 양봉2 + 양봉4",45.5,187,-5.6,-0.12
"양봉1 + 양봉3 + 양봉4",45.5,187,-5.6,-0.12
"양봉1 + 양봉4",45.5,187,-5.6,-0.12
"양봉2 + 양봉3 + 양봉4",45.5,187,-5.6,-0.12
"양봉2 + 양봉4",45.5,187,-5.6,-0.12
"양봉3 + 양봉4",45.5,187,-5.6,-0.12
"양봉4",45.5,187,-5.6,-0.12
"10_20상향 + 60위 + 양봉1",45.5,33,-5.6,0.01
"20위 + 5일+15% + 거래량2",45.5,33,-5.6,0.56
"20위 + 갭상승2 + 거래량2",45.5,44,-5.6,-0.06
"20위 + 고변동8 + 양봉2",45.5,33,-5.6,0.03
"3%상승 + 고변동5 + 고변동8",45.5,77,-5.6,0.16
"3%상승 + 고변동8",45.5,77,-5.6,0.16
"3일+10% + 5%상승 + 고변동8",45.5,33,-5.6,0.42
"5일+15% + 60위 + 거래량2",45.5,33,-5.6,0.56
"5일+15% + 거래량1.5 + 거래량2",45.5,33,-5.6,0.56
"5일+15% + 거래량2",45.5,33,-5.6,0.56
"5일+15% + 거래량2 + 이격+10",45.5,33,-5.6,0.56
"5일+15% + 거래량2 + 이격+5",45.5,33,-5.6,0.56
"7%상승 + RSI과매수80 + 양봉1",45.5,33,-5.6,0.02
"RSI과매수70 + 거래량2 + 종가상승2",45.5,33,-5.6,0.61
"5일+15% + 갭상승2 + 종가상승3",45.5,33,-5.6,0.69
"3%하락 + 갭하락1 + 고변동8",45.5,44,-5.6,-0.08
"60아래 + 갭하락1 + 음봉2",45.5,110,-5.6,-0.44
"7%하락 + 음봉2 + 이격-10",45.5,33,-5.6,0.49
"갭하락1 + 고변동5 + 양봉2",45.5,44,-5.6,-0.31
"20고점 + 60위 + 갭상승2",45.5,44,-5.6,0.23
"20고점 + 양봉4 + 이격+5",45.5,55,-5.6,0.46
"20위 + 거래량1.5 + 거래량2",45.4,97,-5.7,0.19
"20위 + 거래량2",45.4,97,-5.7,0.19
"20위 + RSI과매수70 + 양봉4",45.3,86,-5.8,-0.03
"RSI과매수70 + 양봉1 + 양봉4",45.3,86,-5.8,-0.03
"RSI과매수70 + 양봉2 + 양봉4",45.3,86,-5.8,-0.03
"RSI과매수70 + 양봉3 + 양봉4",45.3,86,-5.8,-0.03
"RSI과매수70 + 양봉4",45.3,86,-5.8,-0.03
"20위 + 60아래 + 고변동5",45.3,86,-5.8,-0.14
"20위 + 고변동8 + 양봉1",45.3,64,-5.8,-0.25
"7%상승 + 갭상승2 + 고변동5",45.3,64,-5.8,0.47
"3%상승 + 5%상승 + 거래량2",45.3,53,-5.8,0.57
"5%상승 + 거래량1.5 + 거래량2",45.3,53,-5.8,0.57
"5%상승 + 거래량2",45.3,53,-5.8,0.57
"3%상승 + 5%상승 + 거래량1.5",45.3,95,-5.8,0.34
"5%상승 + 거래량1.5",45.3,95,-5.8,0.34
"3일+10% + 60위 + 거래량2",45.2,42,-5.9,0.27
"7%상승 + 거래량1.5 + 이격+10",45.2,42,-5.9,0.49
"20위 + 음봉1 + 음봉4",45.2,42,-5.9,-0.15
"20위 + 음봉2 + 음봉4",45.2,42,-5.9,-0.15
"20위 + 음봉3 + 음봉4",45.2,42,-5.9,-0.15
"20위 + 음봉4",45.2,42,-5.9,-0.15
"20고점 + 50고점 + 양봉4",45.2,42,-5.9,0.09
"20위 + 50고점 + 양봉4",45.2,42,-5.9,0.09
"50고점 + 60위 + 양봉4",45.2,42,-5.9,0.09
"50고점 + 양봉1 + 양봉4",45.2,42,-5.9,0.09
"50고점 + 양봉2 + 양봉4",45.2,42,-5.9,0.09
"50고점 + 양봉3 + 양봉4",45.2,42,-5.9,0.09
"50고점 + 양봉4",45.2,42,-5.9,0.09
"60아래 + 갭하락1 + 음봉1",45.2,199,-5.9,-0.27
"3%상승 + 갭상승2 + 양봉2",45.2,93,-5.9,-0.07
"10일+20% + 7%상승 + RSI과매수80",45.2,31,-5.9,0.49
"3%상승 + 3일+10% + 거래량2",45.2,31,-5.9,0.59
"5일+15% + 7%상승 + 거래량1.5",45.2,31,-5.9,0.10
"7%상승 + 갭상승1 + 양봉1",45.2,93,-5.9,-0.15
"3일+10% + 50고점 + 고변동5",45.2,31,-5.9,-0.05
"갭상승1 + 양봉4 + 종가상승3",45.2,31,-5.9,-0.06
"50고점 + 거래량1.5 + 양봉2",45.2,31,-5.9,-0.20
"3%상승 + 50고점 + 갭상승2",45.2,31,-5.9,0.16
"7%상승 + 갭상승1 + 이격+5",45.1,71,-6.0,0.17
"60위 + 양봉4 + 이격+10",45.1,71,-6.0,-0.34
"3%상승 + 양봉3 + 종가상승2",45.1,91,-6.0,-0.15
"20고점 + 양봉3 + 이격+5",45.0,111,-6.1,0.37
"3%하락 + 60아래 + 갭하락1",45.0,171,-6.1,-0.16
"3%상승 + 60위 + 양봉3",45.0,80,-6.1,-0.33
"거래량절반 + 음봉1 + 음봉2",45.0,40,-6.1,-0.35
"거래량절반 + 음봉2",45.0,40,-6.1,-0.35
"20위 + 7%상승 + 거래량2",45.0,40,-6.1,0.82
"3%상승 + 갭상승2 + 거래량2",45.0,40,-6.1,0.21
"5%상승 + 거래량1.5 + 고변동5",45.0,80,-6.1,0.51
"7%상승 + 고변동8 + 이격+5",45.0,40,-6.1,-0.01
"고변동8 + 양봉1 + 이격+10",45.0,40,-6.1,0.07
"20고점 + 3일+10% + 고변동5",45.0,40,-6.1,-0.04
"50고점 + 고변동5 + 종가상승2",45.0,40,-6.1,-0.05
"50고점 + 양봉4 + 이격+5",45.0,40,-6.1,0.18
"20고점 + 양봉4 + 종가상승3",45.0,40,-6.1,0.55
"20고점 + 20위 + 양봉3",44.9,118,-6.2,0.34
"20고점 + 양봉1 + 양봉3",44.9,118,-6.2,0.34
"20고점 + 양봉2 + 양봉3",44.9,118,-6.2,0.34
"20고점 + 양봉3",44.9,118,-6.2,0.34
"3%상승 + 7%상승 + 고변동8",44.9,49,-6.2,0.41
"5%상승 + 7%상승 + 고변동8",44.9,49,-6.2,0.41
"7%상승 + 고변동5 + 고변동8",44.9,49,-6.2,0.41
"7%상승 + 고변동5 + 양봉2",44.9,49,-6.2,0.16
"7%상승 + 고변동8",44.9,49,-6.2,0.41
"7%상승 + 양봉2 + 종가상승2",44.9,49,-6.2,0.27
"3%상승 + 양봉1 + 양봉4",44.9,49,-6.2,-0.09
"3%상승 + 양봉2 + 양봉4",44.9,49,-6.2,-0.09
"3%상승 + 양봉3 + 양봉4",44.9,49,-6.2,-0.09
"3%상승 + 양봉4",44.9,49,-6.2,-0.09
"20위 + 양봉1 + 양봉4",44.8,165,-6.3,-0.18
"20위 + 양봉2 + 양봉4",44.8,165,-6.3,-0.18
"20위 + 양봉3 + 양봉4",44.8,165,-6.3,-0.18
"20위 + 양봉4",44.8,165,-6.3,-0.18
"20아래 + 갭상승1 + 양봉2",44.8,58,-6.3,0.20
"갭상승1 + 양봉1 + 양봉3",44.8,87,-6.3,-0.32
"갭상승1 + 양봉2 + 양봉3",44.8,87,-6.3,-0.32
"갭상승1 + 양봉3",44.8,87,-6.3,-0.32
